gender,age,under_30,senior_citizen,number_of_dependents,married,city,zip_code,total_population,phone_service,internet_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_ charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,tenure,internet_service,phone_service,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals,customer_status,churn_reason,churn_value
Male,55,No,No,0,No,San Francisco,94110,74641,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,No,Bank transfer (automatic),92.0,45.41,6632.75,0.0,0,3269.52,9902.27,72,Yes,Yes,Yes,20,Yes,No,No,0,Stayed,Don't know,0
Female,41,No,No,0,Yes,Fullerton,92831,34592,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Bank transfer (automatic),86.15,3.2,5883.85,0.0,0,214.4,6098.25,67,Yes,Yes,Yes,23,Yes,Offer A,Yes,1,Stayed,Don't know,0
Female,74,No,Yes,0,Yes,Long Beach,90802,38427,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),99.2,19.76,4062.2,0.0,0,790.4,4852.6,40,Yes,Yes,No,22,Yes,No,Yes,1,Churned,Moved,1
Female,20,Yes,No,1,Yes,Browns Valley,95918,1477,Yes,No,No,No,No,No,No,No,No,,Two Year,Yes,Bank transfer (automatic),24.9,31.58,467.7,0.0,0,600.02,1067.72,19,No,Yes,Yes,0,No,No,Yes,1,Stayed,Don't know,0
Male,25,Yes,No,0,No,Needles,92363,5488,No,Yes,No,No,No,Yes,No,Yes,Yes,DSL,Two Year,Yes,Mailed check,40.05,0.0,2799.75,0.0,0,0.0,2799.75,70,Yes,No,No,59,Yes,Offer A,No,0,Stayed,Don't know,0
Female,23,Yes,No,0,No,Sacramento,95833,31422,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,DSL,Two Year,No,Credit card (automatic),71.05,17.35,1524.85,16.91,140,364.35,2012.29,21,Yes,Yes,No,71,No,No,No,0,Stayed,Don't know,0
Male,76,No,Yes,0,Yes,Angels Camp,95222,4264,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,104.9,43.51,3351.55,33.73,0,1392.32,4710.14,32,Yes,Yes,Yes,22,Yes,Offer C,Yes,1,Churned,Attitude of support person,1
Male,69,No,Yes,1,Yes,Burbank,91506,18539,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,103.95,49.36,2964.8,0.0,0,1431.44,4396.24,29,Yes,Yes,Yes,19,Yes,Offer C,Yes,1,Stayed,Don't know,0
Female,25,Yes,No,0,No,Murrieta,92563,18311,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,74.2,16.38,1993.25,0.0,0,475.02,2468.27,29,Yes,Yes,Yes,82,Yes,Offer C,No,0,Stayed,Don't know,0
Female,22,Yes,No,0,Yes,Santa Paula,93060,32511,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,95.15,29.81,2395.7,0.0,80,745.25,3220.95,25,Yes,Yes,No,52,No,No,No,0,Stayed,Don't know,0
Male,73,No,Yes,0,No,Valencia,91354,17846,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,98.8,8.93,5617.75,0.0,0,491.15,6108.9,55,Yes,Yes,Yes,21,Yes,Offer B,No,0,Churned,Price too high,1
Female,54,No,No,0,Yes,Tollhouse,93667,2633,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),103.65,33.66,5676.65,0.0,0,1851.3,7527.95,55,Yes,Yes,Yes,25,Yes,Offer B,Yes,4,Stayed,Don't know,0
Female,34,No,No,0,No,Garden Valley,95633,2536,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),94.2,42.89,193.8,0.0,0,85.78,279.58,2,Yes,Yes,Yes,13,Yes,No,No,0,Churned,Lack of self-service on Website,1
Female,28,Yes,No,0,No,Fallbrook,92028,42239,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,Yes,Bank transfer (automatic),20.7,13.89,39.85,0.0,0,27.78,67.63,2,No,Yes,No,0,No,No,No,0,Joined,Don't know,0
Male,58,No,No,0,No,Five Points,93624,1852,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,96.75,22.64,6125.4,0.0,0,1403.68,7529.08,62,Yes,Yes,Yes,9,Yes,Offer B,No,0,Churned,Attitude of service provider,1
Male,41,No,No,3,No,Foresthill,95631,5714,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,Yes,Electronic check,20.0,24.1,377.55,0.0,0,457.9,835.45,19,No,Yes,No,0,No,Offer D,No,0,Stayed,Don't know,0
Female,61,No,No,1,Yes,Richvale,95974,74,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,No,Mailed check,20.65,5.01,158.95,0.0,0,35.07,194.02,7,No,Yes,No,0,No,No,Yes,7,Stayed,Don't know,0
Male,26,Yes,No,0,Yes,San Luis Obispo,93401,27047,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),75.3,3.35,2263.4,0.0,0,97.15,2360.55,29,Yes,Yes,No,59,Yes,No,Yes,10,Stayed,Don't know,0
Male,47,No,No,0,Yes,Rancho Palos Verdes,90275,41263,No,Yes,No,No,No,No,Yes,No,No,DSL,Month-to-Month,No,Mailed check,33.75,0.0,1009.25,0.0,0,0.0,1009.25,29,Yes,No,No,22,Yes,Offer C,Yes,4,Stayed,Don't know,0
Male,44,No,No,0,No,Hathaway Pines,95233,335,Yes,Yes,Yes,No,Yes,No,No,No,No,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),81.7,18.38,858.6,0.0,0,220.56,1079.16,12,Yes,Yes,No,3,Yes,Offer D,No,0,Churned,Poor expertise of phone support,1
Female,25,Yes,No,2,No,Encino,91436,13129,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,DSL,One Year,Yes,Credit card (automatic),70.8,37.52,3478.15,0.0,0,1876.0,5354.15,50,Yes,Yes,No,71,Yes,Offer B,No,0,Stayed,Don't know,0
Male,19,Yes,No,1,Yes,Sonoma,95476,34314,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),111.2,40.96,7530.8,0.0,0,2744.32,10275.12,67,Yes,Yes,Yes,47,Yes,No,Yes,6,Stayed,Don't know,0
Female,63,No,No,0,Yes,San Bernardino,92408,12149,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,No,Credit card (automatic),86.15,14.34,2745.7,0.0,0,473.22,3218.92,33,Yes,Yes,Yes,28,Yes,No,Yes,1,Churned,Attitude of service provider,1
Female,32,No,No,2,Yes,Riverside,92507,48649,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Cable,One Year,No,Bank transfer (automatic),75.1,1.12,2658.8,0.0,0,41.44,2700.24,37,Yes,Yes,No,23,Yes,Offer C,Yes,3,Stayed,Don't know,0
Female,44,No,No,0,Yes,San Ramon,94583,44078,Yes,No,No,No,No,No,No,No,No,,Two Year,No,Credit card (automatic),25.0,6.81,1584.8,0.0,0,435.84,2020.64,64,No,Yes,Yes,0,No,Offer B,Yes,5,Stayed,Don't know,0
Male,21,Yes,No,0,No,Fresno,93721,6848,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,89.9,32.85,89.9,0.0,0,32.85,122.75,1,Yes,Yes,No,53,Yes,Offer E,No,0,Churned,Don't know,1
Male,64,No,No,0,No,Pasadena,91107,32369,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,74.85,11.58,572.45,0.0,0,92.64,665.09,8,Yes,Yes,Yes,7,Yes,Offer E,No,0,Stayed,Don't know,0
Male,57,No,No,0,No,Grass Valley,95949,17922,Yes,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,No,Mailed check,44.95,2.88,431.0,0.0,10,25.92,466.92,9,Yes,Yes,No,26,No,Offer E,No,0,Churned,Competitor had better devices,1
Male,23,Yes,No,0,No,Lake Isabella,93240,5564,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,No,Mailed check,20.05,18.15,20.05,0.0,0,18.15,38.2,1,No,Yes,No,0,No,No,No,0,Joined,Don't know,0
Female,31,No,No,0,Yes,La Puente,91746,30802,No,Yes,No,Yes,Yes,No,No,No,No,DSL,One Year,No,Mailed check,34.7,0.0,1604.5,0.0,0,0.0,1604.5,48,Yes,No,No,22,Yes,No,Yes,1,Churned,Product dissatisfaction,1
Female,39,No,No,0,No,Dulzura,91917,727,Yes,Yes,Yes,Yes,Yes,No,No,No,No,DSL,Month-to-Month,Yes,Bank transfer (automatic),66.15,20.14,2522.4,0.0,0,765.32,3287.72,38,Yes,Yes,Yes,13,Yes,No,No,0,Stayed,Don't know,0
Male,36,No,No,3,No,Cressey,95312,55,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,No,Bank transfer (automatic),20.2,18.43,50.6,0.0,0,55.29,105.89,3,No,Yes,No,0,No,No,No,0,Joined,Don't know,0
Female,35,No,No,0,No,West Sacramento,95605,12756,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,No,Bank transfer (automatic),19.9,15.53,601.55,0.0,0,496.96,1098.51,32,No,Yes,No,0,No,Offer C,No,0,Stayed,Don't know,0
Male,43,No,No,0,No,Kneeland,95549,264,Yes,Yes,No,No,No,Yes,No,Yes,Yes,DSL,Month-to-Month,No,Mailed check,60.65,22.49,196.9,0.0,0,67.47,264.37,3,Yes,Yes,No,11,Yes,No,No,0,Joined,Don't know,0
Female,34,No,No,0,No,Lake Hughes,93532,2771,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,94.85,43.26,953.45,0.0,0,432.6,1386.05,10,Yes,Yes,Yes,21,Yes,No,No,0,Churned,Competitor offered more data,1
Female,30,No,No,0,No,San Diego,92130,28201,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,No,Mailed check,85.8,34.47,85.8,0.0,0,34.47,120.27,1,Yes,Yes,Yes,59,Yes,Offer E,No,0,Churned,Competitor made better offer,1
Female,21,Yes,No,0,Yes,San Diego,92109,46086,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,95.2,23.26,292.85,0.0,20,69.78,382.63,3,Yes,Yes,Yes,42,No,No,Yes,5,Churned,Competitor made better offer,1
Female,25,Yes,No,0,No,Burlingame,94010,40346,No,Yes,No,No,No,No,Yes,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),34.8,0.0,113.95,0.0,0,0.0,113.95,3,Yes,No,No,46,Yes,No,No,0,Joined,Don't know,0
Female,51,No,No,2,Yes,Kyburz,95720,183,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Cable,Two Year,No,Credit card (automatic),81.25,25.9,4620.4,0.0,0,1450.4,6070.8,56,Yes,Yes,Yes,30,Yes,Offer B,Yes,10,Stayed,Don't know,0
Male,24,Yes,No,0,No,Planada,95365,4150,No,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Mailed check,24.6,0.0,190.1,0.0,0,0.0,190.1,9,Yes,No,No,52,Yes,Offer E,No,0,Stayed,Don't know,0
Female,75,No,Yes,0,No,Saratoga,95070,30589,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),73.8,16.74,4003.85,0.0,0,887.22,4891.07,53,Yes,Yes,No,15,Yes,No,No,0,Stayed,Don't know,0
Female,35,No,No,0,No,Whittier,90605,38181,Yes,Yes,No,No,Yes,No,No,Yes,Yes,DSL,One Year,No,Credit card (automatic),58.55,27.38,3503.5,0.0,0,1724.94,5228.44,63,Yes,Yes,No,9,Yes,Offer B,No,0,Stayed,Don't know,0
Male,64,No,No,0,No,Yorba Linda,92886,39458,Yes,Yes,Yes,No,No,No,No,No,No,DSL,Two Year,No,Mailed check,55.25,20.39,1924.1,0.0,0,713.65,2637.75,35,Yes,Yes,Yes,21,Yes,No,No,0,Stayed,Don't know,0
Male,36,No,No,0,Yes,Rancho Cordova,95742,299,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,102.6,45.03,4213.35,2.93,0,1846.23,6056.65,41,Yes,Yes,Yes,10,Yes,Offer B,Yes,1,Churned,Competitor had better devices,1
Male,37,No,No,0,No,Branscomb,95417,176,No,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Bank transfer (automatic),25.15,0.0,331.85,48.59,0,0.0,283.26,13,Yes,No,No,16,Yes,Offer D,No,0,Stayed,Don't know,0
Male,52,No,No,3,Yes,San Jose,95124,45257,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,DSL,Month-to-Month,No,Mailed check,69.2,2.96,944.65,0.0,0,41.44,986.09,14,Yes,Yes,Yes,76,Yes,Offer D,Yes,8,Stayed,Don't know,0
Male,27,Yes,No,0,No,Thousand Palms,92276,6242,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,No,Mailed check,19.9,43.5,283.75,0.0,0,609.0,892.75,14,No,Yes,No,0,No,Offer D,No,0,Stayed,Don't know,0
Female,41,No,No,3,Yes,Oak Park,91377,14814,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,93.8,27.23,4539.35,0.0,0,1388.73,5928.08,51,Yes,Yes,Yes,75,Yes,No,Yes,9,Stayed,Don't know,0
Female,37,No,No,0,No,San Jose,95135,15798,Yes,Yes,No,No,No,No,No,Yes,Yes,Cable,Month-to-Month,Yes,Electronic check,55.4,13.01,55.4,0.0,0,13.01,68.41,1,Yes,Yes,No,4,Yes,Offer E,No,0,Churned,Competitor had better devices,1
Female,29,Yes,No,0,No,San Francisco,94132,26297,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,69.95,13.04,69.95,0.0,0,13.04,82.99,1,Yes,Yes,No,46,Yes,Offer E,No,0,Churned,Competitor made better offer,1
Female,49,No,No,0,Yes,Imperial,92251,14546,Yes,Yes,Yes,No,No,Yes,No,No,No,Cable,One Year,No,Bank transfer (automatic),55.9,44.79,3848.8,0.0,20,3045.72,6914.52,68,Yes,Yes,No,14,No,No,Yes,9,Stayed,Don't know,0
Male,77,No,Yes,0,No,Round Mountain,96084,459,Yes,Yes,No,No,Yes,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,88.8,49.6,88.8,0.0,10,49.6,148.4,1,Yes,Yes,Yes,20,No,No,No,0,Churned,Competitor made better offer,1
Female,50,No,No,0,No,Hilmar,95324,7177,No,Yes,No,No,No,No,No,No,No,DSL,One Year,No,Mailed check,25.85,0.0,25.85,0.0,0,0.0,25.85,1,Yes,No,No,18,Yes,No,No,0,Joined,Don't know,0
Female,38,No,No,0,No,Sacramento,95827,19611,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,99.65,16.81,5941.05,0.0,0,1008.6,6949.65,60,Yes,Yes,No,21,Yes,No,No,0,Stayed,Don't know,0
Male,78,No,Yes,0,No,Williams,95987,4579,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Mailed check,73.75,32.4,545.15,0.0,0,226.8,771.95,7,Yes,Yes,Yes,7,Yes,No,No,0,Churned,Attitude of support person,1
Female,48,No,No,1,Yes,Happy Camp,96039,1294,Yes,No,No,No,No,No,No,No,No,,Two Year,No,Bank transfer (automatic),20.4,39.59,478.75,0.0,0,910.57,1389.32,23,No,Yes,No,0,No,Offer D,Yes,1,Stayed,Don't know,0
Male,40,No,No,0,Yes,Grizzly Flats,95636,659,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Cable,Two Year,No,Bank transfer (automatic),82.3,48.44,5815.15,0.0,0,3487.68,9302.83,72,Yes,Yes,Yes,15,Yes,Offer A,Yes,10,Stayed,Don't know,0
Male,38,No,No,2,Yes,Whittier,90604,37887,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,No,Electronic check,89.85,33.3,248.4,0.0,0,99.9,348.3,3,Yes,Yes,No,12,Yes,Offer E,Yes,1,Joined,Don't know,0
Male,30,No,No,0,No,San Diego,92117,51213,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),75.9,46.88,357.75,0.0,0,234.4,592.15,5,Yes,Yes,Yes,59,Yes,No,No,0,Churned,Competitor made better offer,1
Female,29,Yes,No,3,Yes,Long Beach,90807,31556,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,No,Mailed check,19.7,5.52,113.5,0.0,0,33.12,146.62,6,No,Yes,No,0,No,No,Yes,9,Stayed,Don't know,0
Female,45,No,No,1,Yes,Rancho Santa Fe,92091,1072,Yes,No,No,No,No,No,No,No,No,,Two Year,Yes,Bank transfer (automatic),19.75,5.58,246.7,0.0,0,72.54,319.24,13,No,Yes,No,0,No,No,Yes,7,Stayed,Don't know,0
Male,26,Yes,No,0,Yes,Wishon,93669,327,Yes,No,No,No,No,No,No,No,No,,One Year,No,Bank transfer (automatic),19.9,43.2,942.95,0.0,0,2030.4,2973.35,47,No,Yes,No,0,No,Offer B,No,0,Stayed,Don't know,0
Male,62,No,No,0,Yes,Hat Creek,96040,397,No,Yes,No,Yes,No,No,No,No,No,DSL,Month-to-Month,No,Credit card (automatic),29.8,0.0,94.4,0.0,0,0.0,94.4,3,Yes,No,No,4,Yes,Offer E,Yes,1,Joined,Don't know,0
Male,73,No,Yes,0,Yes,Stockton,95203,16357,Yes,No,No,No,No,No,No,No,No,,One Year,No,Mailed check,19.65,45.76,228.65,0.0,0,640.64,869.29,14,No,Yes,No,0,No,No,Yes,8,Stayed,Don't know,0
Female,62,No,No,2,Yes,Yucca Valley,92284,20486,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,DSL,Two Year,Yes,Bank transfer (automatic),77.15,33.02,1759.4,0.0,0,759.46,2518.86,23,Yes,Yes,Yes,12,Yes,No,Yes,10,Stayed,Don't know,0
Female,47,No,No,0,Yes,Citrus Heights,95621,41636,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Bank transfer (automatic),92.0,43.29,6474.4,0.0,110,3116.88,9701.28,72,Yes,Yes,Yes,16,No,Offer A,Yes,8,Stayed,Don't know,0
Female,55,No,No,0,No,Alpine,91901,16486,Yes,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,No,Mailed check,43.95,34.48,43.95,0.0,0,34.48,78.43,1,Yes,Yes,No,9,Yes,Offer E,No,0,Churned,Attitude of service provider,1
Female,33,No,No,0,No,Paicines,95043,813,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),103.1,43.14,6595.0,0.0,0,2847.24,9442.24,66,Yes,Yes,Yes,20,Yes,Offer A,No,0,Stayed,Don't know,0
Male,37,No,No,3,Yes,Mc Kittrick,93251,302,Yes,No,No,No,No,No,No,No,No,,Two Year,No,Credit card (automatic),25.55,33.31,1336.1,37.37,0,1765.43,3064.16,53,No,Yes,Yes,0,No,Offer B,Yes,3,Stayed,Don't know,0
Female,28,Yes,No,0,No,Pollock Pines,95726,8577,Yes,Yes,Yes,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),79.0,10.06,929.3,0.0,0,110.66,1039.96,11,Yes,Yes,Yes,48,Yes,Offer D,No,0,Stayed,Don't know,0
Male,44,No,No,0,No,Pasadena,91107,32369,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),111.6,7.82,6876.05,0.0,0,477.02,7353.07,61,Yes,Yes,Yes,11,Yes,No,No,0,Churned,Competitor offered more data,1
Male,54,No,No,2,No,San Diego,92130,28201,Yes,Yes,Yes,Yes,No,No,No,No,No,DSL,Month-to-Month,No,Bank transfer (automatic),60.95,14.88,134.6,0.0,0,29.76,164.36,2,Yes,Yes,Yes,12,Yes,No,No,0,Joined,Don't know,0
Female,48,No,No,0,No,Reedley,93654,25923,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,No,Credit card (automatic),20.3,4.09,20.3,0.0,0,4.09,24.39,1,No,Yes,No,0,No,No,No,0,Joined,Don't know,0
Male,64,No,No,0,No,Harbor City,90710,24660,No,Yes,No,No,No,No,No,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,35.45,0.0,35.45,0.0,0,0.0,35.45,1,Yes,No,No,22,Yes,Offer E,No,0,Churned,Network reliability,1
Male,34,No,No,0,Yes,San Diego,92130,28201,Yes,Yes,No,Yes,Yes,No,No,No,No,Cable,One Year,No,Electronic check,87.4,28.4,5918.8,0.0,0,1902.8,7821.6,67,Yes,Yes,Yes,10,Yes,Offer A,Yes,1,Churned,Competitor made better offer,1
Male,63,No,No,0,No,Maxwell,95955,1146,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Mailed check,74.15,4.38,1387.0,0.0,0,78.84,1465.84,18,Yes,Yes,Yes,20,Yes,No,No,0,Stayed,Don't know,0
Male,42,No,No,0,Yes,Bakersfield,93306,53481,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,94.75,34.17,1691.9,0.0,0,615.06,2306.96,18,Yes,Yes,Yes,16,Yes,No,Yes,1,Stayed,Don't know,0
Female,32,No,No,0,No,Lomita,90717,21065,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),78.1,42.55,947.3,0.0,0,510.6,1457.9,12,Yes,Yes,No,18,Yes,Offer D,No,0,Churned,Attitude of support person,1
Female,73,No,Yes,0,Yes,Fallbrook,92028,42239,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),104.3,10.19,2867.75,0.0,0,275.13,3142.88,27,Yes,Yes,Yes,27,Yes,Offer C,Yes,5,Churned,Competitor made better offer,1
Female,60,No,No,1,Yes,Venice,90291,31021,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),100.7,18.26,6018.65,0.0,90,1113.86,7222.51,61,Yes,Yes,Yes,19,No,Offer B,Yes,5,Stayed,Don't know,0
Female,25,Yes,No,0,Yes,Danville,94506,19777,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),107.65,27.69,7082.85,0.0,0,1799.85,8882.7,65,Yes,Yes,Yes,52,Yes,No,Yes,1,Stayed,Don't know,0
Female,23,Yes,No,0,No,Denair,95316,5513,Yes,No,No,No,No,No,No,No,No,,Two Year,No,Mailed check,20.0,10.09,810.3,0.0,0,413.69,1223.99,41,No,Yes,No,0,No,Offer B,No,0,Stayed,Don't know,0
Male,51,No,No,2,Yes,Los Angeles,90012,30596,Yes,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,No,Credit card (automatic),50.1,9.47,910.45,0.0,120,179.93,1210.38,19,Yes,Yes,Yes,13,No,Offer D,Yes,10,Stayed,Don't know,0
Female,42,No,No,0,No,Valley Ford,94972,66,Yes,Yes,No,Yes,No,No,No,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),49.05,14.7,91.1,0.0,40,29.4,160.5,2,Yes,Yes,No,13,No,Offer E,No,0,Churned,Competitor had better devices,1
Male,73,No,Yes,0,Yes,San Jose,95139,7023,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,86.85,4.19,156.35,0.0,40,8.38,204.73,2,Yes,Yes,Yes,11,No,No,Yes,3,Churned,Competitor had better devices,1
Female,30,No,No,2,Yes,New Cuyama,93254,798,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,Yes,Electronic check,19.95,28.55,82.9,0.0,0,114.2,197.1,4,No,Yes,No,0,No,No,Yes,1,Stayed,Don't know,0
Male,34,No,No,1,Yes,Crockett,94525,3193,Yes,Yes,Yes,No,No,Yes,No,No,No,DSL,Month-to-Month,No,Electronic check,54.3,37.97,1296.8,0.0,0,949.25,2246.05,25,Yes,Yes,No,22,Yes,Offer C,Yes,6,Stayed,Don't know,0
Male,21,Yes,No,0,Yes,South Dos Palos,93665,343,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Fiber Optic,One Year,No,Electronic check,90.95,33.25,5453.4,0.0,0,1995.0,7448.4,60,Yes,Yes,No,52,Yes,Offer B,Yes,1,Churned,Moved,1
Female,32,No,No,0,Yes,Fontana,92337,29847,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),85.2,26.41,627.4,0.0,0,211.28,838.68,8,Yes,Yes,Yes,16,Yes,Offer E,No,0,Churned,Competitor had better devices,1
Male,75,No,Yes,0,Yes,Redwood Valley,95470,5995,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Cable,Two Year,No,Credit card (automatic),84.45,16.72,5899.85,0.0,0,1203.84,7103.69,72,Yes,Yes,Yes,9,Yes,Offer A,Yes,3,Stayed,Don't know,0
Male,24,Yes,No,0,No,Strathmore,93267,5689,Yes,Yes,Yes,No,Yes,No,No,No,No,DSL,Month-to-Month,Yes,Mailed check,55.8,41.29,274.35,0.0,0,206.45,480.8,5,Yes,Yes,No,51,Yes,No,No,0,Stayed,Don't know,0
Male,24,Yes,No,0,No,Independence,93526,734,Yes,No,No,No,No,No,No,No,No,,Two Year,No,Mailed check,20.25,13.16,202.5,0.0,0,131.6,334.1,0,No,Yes,No,0,No,No,No,0,Stayed,Don't know,0
Female,43,No,No,0,Yes,Ventura,93003,46894,Yes,Yes,Yes,No,Yes,No,No,No,No,Fiber Optic,One Year,Yes,Credit card (automatic),81.25,29.6,4639.45,0.0,0,1746.4,6385.85,59,Yes,Yes,No,12,Yes,No,Yes,1,Stayed,Don't know,0
Female,41,No,No,0,Yes,Calpine,96124,322,Yes,No,No,No,No,No,No,No,No,,Two Year,No,Credit card (automatic),25.8,17.12,1911.5,0.0,0,1164.16,3075.66,68,No,Yes,Yes,0,No,Offer A,Yes,8,Stayed,Don't know,0
Male,19,Yes,No,2,Yes,El Portal,95318,579,Yes,No,No,No,No,No,No,No,No,,Two Year,Yes,Bank transfer (automatic),24.05,41.58,1230.9,0.0,0,2245.32,3476.22,54,No,Yes,Yes,0,No,Offer B,Yes,7,Stayed,Don't know,0
Male,24,Yes,No,0,No,Rocklin,95765,15494,Yes,No,No,No,No,No,No,No,No,,One Year,No,Credit card (automatic),20.3,23.03,467.15,0.0,0,506.66,973.81,22,No,Yes,No,0,No,Offer D,No,0,Stayed,Don't know,0
Female,19,Yes,No,0,Yes,Yorba Linda,92887,20893,Yes,Yes,No,No,No,No,No,No,Yes,DSL,Month-to-Month,Yes,Credit card (automatic),52.15,28.42,2583.75,0.0,50,1392.58,4026.33,49,Yes,Yes,Yes,41,No,No,Yes,6,Stayed,Don't know,0
